atlas_id,title,domain,atlas_path,registry_status,disposition,canonical_owner,decision_status,rationale
CFG-003,Selection Rule Engine,CFG,07_PRODUCT_CONFIGURATOR/CFG-003_SELECTION_RULE_ENGINE.md,pending,MAP_TO_EXISTING,repository/engine/product/ENGINE_RULES.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
CFG-004,Variant Generation Rules,CFG,07_PRODUCT_CONFIGURATOR/CFG-004_VARIANT_GENERATION_RULES.md,pending,MAP_TO_EXISTING,repository/engine/product/ENGINE_RULES.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
CFG-005,Guided Selling Flow,CFG,07_PRODUCT_CONFIGURATOR/CFG-005_GUIDED_SELLING_FLOW.md,pending,MAP_TO_EXISTING,docs/12_UX_PRINCIPLES.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
CFG-006,Configurator UX Contract,CFG,07_PRODUCT_CONFIGURATOR/CFG-006_CONFIGURATOR_UX_CONTRACT.md,pending,MAP_TO_EXISTING,docs/12_UX_PRINCIPLES.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
CFG-007,Configurator Integration,CFG,07_PRODUCT_CONFIGURATOR/CFG-007_CONFIGURATOR_INTEGRATION.md,pending,MAP_TO_EXISTING,repository/platform/ENGINE_BOUNDARIES.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
CRM-001,Inquiry and CRM Architecture,CRM,08_INQUIRY_CRM/CRM-001_INQUIRY_AND_CRM_ARCHITECTURE.md,pending,MAP_TO_EXISTING,docs/23_INQUIRY_DATA_MODEL.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
CRM-002,Inquiry Lifecycle,CRM,08_INQUIRY_CRM/CRM-002_INQUIRY_LIFECYCLE.md,pending,MAP_TO_EXISTING,docs/42_INQUIRY_WORKFLOW.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
CRM-003,Customer Model,CRM,08_INQUIRY_CRM/CRM-003_CUSTOMER_MODEL.md,pending,MAP_TO_EXISTING,docs/23_INQUIRY_DATA_MODEL.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
CRM-004,Lead Qualification,CRM,08_INQUIRY_CRM/CRM-004_LEAD_QUALIFICATION.md,pending,MERGE,docs/42_INQUIRY_WORKFLOW.md,FOUNDER_REVIEW_REQUIRED,Merge only unique reviewed content into the named owner; do not generate a parallel canonical document.
CRM-005,Representative Model,CRM,08_INQUIRY_CRM/CRM-005_REPRESENTATIVE_MODEL.md,pending,MAP_TO_EXISTING,docs/30_ENTITY_RELATIONSHIP_MODEL.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
CRM-006,Installer Model,CRM,08_INQUIRY_CRM/CRM-006_INSTALLER_MODEL.md,pending,MAP_TO_EXISTING,docs/30_ENTITY_RELATIONSHIP_MODEL.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
CRM-007,Introducer Portal,CRM,08_INQUIRY_CRM/CRM-007_INTRODUCER_PORTAL.md,pending,DEFER,,FOUNDER_REVIEW_REQUIRED,"Retain as controlled intake; no canonical generation until scope, owner, dependencies, and Phase boundaries are approved."
CRM-008,Notification Model,CRM,08_INQUIRY_CRM/CRM-008_NOTIFICATION_MODEL.md,pending,MAP_TO_EXISTING,docs/42_INQUIRY_WORKFLOW.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
CRM-009,Customer Satisfaction and Warranty,CRM,08_INQUIRY_CRM/CRM-009_CUSTOMER_SATISFACTION_AND_WARRANTY.md,pending,MERGE,docs/23_INQUIRY_DATA_MODEL.md,FOUNDER_REVIEW_REQUIRED,Merge only unique reviewed content into the named owner; do not generate a parallel canonical document.
CON-001,Content Engine Architecture,CON,09_CONTENT_ENGINE/CON-001_CONTENT_ENGINE_ARCHITECTURE.md,pending,MAP_TO_EXISTING,docs/29_CONTENT_ARCHITECTURE.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
CON-002,Content Model,CON,09_CONTENT_ENGINE/CON-002_CONTENT_MODEL.md,pending,MAP_TO_EXISTING,docs/32_CONTENT_TYPES.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
CON-003,Product Content System,CON,09_CONTENT_ENGINE/CON-003_PRODUCT_CONTENT_SYSTEM.md,pending,MAP_TO_EXISTING,docs/29_CONTENT_ARCHITECTURE.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
CON-004,Category Content System,CON,09_CONTENT_ENGINE/CON-004_CATEGORY_CONTENT_SYSTEM.md,pending,MAP_TO_EXISTING,docs/29_CONTENT_ARCHITECTURE.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
CON-005,Landing Page System,CON,09_CONTENT_ENGINE/CON-005_LANDING_PAGE_SYSTEM.md,pending,MAP_TO_EXISTING,docs/25_SITE_STRUCTURE.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
CON-006,FAQ Generation System,CON,09_CONTENT_ENGINE/CON-006_FAQ_GENERATION_SYSTEM.md,pending,MAP_TO_EXISTING,docs/32_CONTENT_TYPES.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
CON-007,Content Governance,CON,09_CONTENT_ENGINE/CON-007_CONTENT_GOVERNANCE.md,pending,MAP_TO_EXISTING,docs/29_CONTENT_ARCHITECTURE.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
CON-008,Media Standards,CON,09_CONTENT_ENGINE/CON-008_MEDIA_STANDARDS.md,pending,MAP_TO_EXISTING,docs/33_MEDIA_STRATEGY.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
SEO-001,SEO Engine Architecture,SEO,10_SEO_ENGINE/SEO-001_SEO_ENGINE_ARCHITECTURE.md,pending,MAP_TO_EXISTING,docs/11_SEO_STRATEGY.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
SEO-002,Keyword and Intent Model,SEO,10_SEO_ENGINE/SEO-002_KEYWORD_AND_INTENT_MODEL.md,pending,MAP_TO_EXISTING,docs/34_SEO_ENTITY_MODEL.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
SEO-003,Title and Meta Generator,SEO,10_SEO_ENGINE/SEO-003_TITLE_AND_META_GENERATOR.md,pending,MAP_TO_EXISTING,docs/11_SEO_STRATEGY.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
SEO-004,Schema Generator,SEO,10_SEO_ENGINE/SEO-004_SCHEMA_GENERATOR.md,pending,MAP_TO_EXISTING,docs/31_SCHEMA_ORG_STRATEGY.md,NO_NEW_DOCUMENT_RECOMMENDED,An existing repository owner covers this purpose; do not generate a duplicate Atlas document.
