id,title,domain,path,status,minimum_words,dependencies
PRI-007,Price Visibility Rules,PRI,06_PRICING_ENGINE/PRI-007_PRICE_VISIBILITY_RULES.md,pending,4500,PRI-006
PRI-008,Pricing Governance,PRI,06_PRICING_ENGINE/PRI-008_PRICING_GOVERNANCE.md,pending,4500,PRI-007
CFG-001,Configurator Architecture,CFG,07_PRODUCT_CONFIGURATOR/CFG-001_CONFIGURATOR_ARCHITECTURE.md,pending,4500,PRI-001
CFG-002,Scenario Input Model,CFG,07_PRODUCT_CONFIGURATOR/CFG-002_SCENARIO_INPUT_MODEL.md,pending,4500,CFG-001
CFG-003,Selection Rule Engine,CFG,07_PRODUCT_CONFIGURATOR/CFG-003_SELECTION_RULE_ENGINE.md,pending,4500,CFG-002
CFG-004,Variant Generation Rules,CFG,07_PRODUCT_CONFIGURATOR/CFG-004_VARIANT_GENERATION_RULES.md,pending,4500,CFG-003
CFG-005,Guided Selling Flow,CFG,07_PRODUCT_CONFIGURATOR/CFG-005_GUIDED_SELLING_FLOW.md,pending,4500,CFG-004
CFG-006,Configurator UX Contract,CFG,07_PRODUCT_CONFIGURATOR/CFG-006_CONFIGURATOR_UX_CONTRACT.md,pending,4500,CFG-005
CFG-007,Configurator Integration,CFG,07_PRODUCT_CONFIGURATOR/CFG-007_CONFIGURATOR_INTEGRATION.md,pending,4500,CFG-006
CRM-001,Inquiry and CRM Architecture,CRM,08_INQUIRY_CRM/CRM-001_INQUIRY_AND_CRM_ARCHITECTURE.md,pending,4500,CFG-001
CRM-002,Inquiry Lifecycle,CRM,08_INQUIRY_CRM/CRM-002_INQUIRY_LIFECYCLE.md,pending,4500,CRM-001
CRM-003,Customer Model,CRM,08_INQUIRY_CRM/CRM-003_CUSTOMER_MODEL.md,pending,4500,CRM-002
CRM-004,Lead Qualification,CRM,08_INQUIRY_CRM/CRM-004_LEAD_QUALIFICATION.md,pending,4500,CRM-003
CRM-005,Representative Model,CRM,08_INQUIRY_CRM/CRM-005_REPRESENTATIVE_MODEL.md,pending,4500,CRM-004
CRM-006,Installer Model,CRM,08_INQUIRY_CRM/CRM-006_INSTALLER_MODEL.md,pending,4500,CRM-005
CRM-007,Introducer Portal,CRM,08_INQUIRY_CRM/CRM-007_INTRODUCER_PORTAL.md,pending,4500,CRM-006
CRM-008,Notification Model,CRM,08_INQUIRY_CRM/CRM-008_NOTIFICATION_MODEL.md,pending,4500,CRM-007
CRM-009,Customer Satisfaction and Warranty,CRM,08_INQUIRY_CRM/CRM-009_CUSTOMER_SATISFACTION_AND_WARRANTY.md,pending,4500,CRM-008
CON-001,Content Engine Architecture,CON,09_CONTENT_ENGINE/CON-001_CONTENT_ENGINE_ARCHITECTURE.md,pending,4500,CRM-001
CON-002,Content Model,CON,09_CONTENT_ENGINE/CON-002_CONTENT_MODEL.md,pending,4500,CON-001
CON-003,Product Content System,CON,09_CONTENT_ENGINE/CON-003_PRODUCT_CONTENT_SYSTEM.md,pending,4500,CON-002
CON-004,Category Content System,CON,09_CONTENT_ENGINE/CON-004_CATEGORY_CONTENT_SYSTEM.md,pending,4500,CON-003
CON-005,Landing Page System,CON,09_CONTENT_ENGINE/CON-005_LANDING_PAGE_SYSTEM.md,pending,4500,CON-004
CON-006,FAQ Generation System,CON,09_CONTENT_ENGINE/CON-006_FAQ_GENERATION_SYSTEM.md,pending,4500,CON-005
CON-007,Content Governance,CON,09_CONTENT_ENGINE/CON-007_CONTENT_GOVERNANCE.md,pending,4500,CON-006
CON-008,Media Standards,CON,09_CONTENT_ENGINE/CON-008_MEDIA_STANDARDS.md,pending,4500,CON-007
SEO-001,SEO Engine Architecture,SEO,10_SEO_ENGINE/SEO-001_SEO_ENGINE_ARCHITECTURE.md,pending,4500,CON-001
SEO-002,Keyword and Intent Model,SEO,10_SEO_ENGINE/SEO-002_KEYWORD_AND_INTENT_MODEL.md,pending,4500,SEO-001
SEO-003,Title and Meta Generator,SEO,10_SEO_ENGINE/SEO-003_TITLE_AND_META_GENERATOR.md,pending,4500,SEO-002
SEO-004,Schema Generator,SEO,10_SEO_ENGINE/SEO-004_SCHEMA_GENERATOR.md,pending,4500,SEO-003
SEO-005,Canonical Rules,SEO,10_SEO_ENGINE/SEO-005_CANONICAL_RULES.md,pending,4500,SEO-004
SEO-006,Internal Linking Engine,SEO,10_SEO_ENGINE/SEO-006_INTERNAL_LINKING_ENGINE.md,pending,4500,SEO-005
SEO-007,Product SEO,SEO,10_SEO_ENGINE/SEO-007_PRODUCT_SEO.md,pending,4500,SEO-006
SEO-008,Category SEO,SEO,10_SEO_ENGINE/SEO-008_CATEGORY_SEO.md,pending,4500,SEO-007
SEO-009,Technical SEO,SEO,10_SEO_ENGINE/SEO-009_TECHNICAL_SEO.md,pending,4500,SEO-008
AIE-001,AI Engine Architecture,AIE,11_AI_ENGINE/AIE-001_AI_ENGINE_ARCHITECTURE.md,pending,4500,SEO-001
AIE-002,AI Context Architecture,AIE,11_AI_ENGINE/AIE-002_AI_CONTEXT_ARCHITECTURE.md,pending,4500,AIE-001
AIE-003,Prompt Architecture,AIE,11_AI_ENGINE/AIE-003_PROMPT_ARCHITECTURE.md,pending,4500,AIE-002
AIE-004,RAG and Retrieval,AIE,11_AI_ENGINE/AIE-004_RAG_AND_RETRIEVAL.md,pending,4500,AIE-003
AIE-005,AI Content Generation,AIE,11_AI_ENGINE/AIE-005_AI_CONTENT_GENERATION.md,pending,4500,AIE-004
AIE-006,Recommendation Engine,AIE,11_AI_ENGINE/AIE-006_RECOMMENDATION_ENGINE.md,pending,4500,AIE-005
AIE-007,AI Governance,AIE,11_AI_ENGINE/AIE-007_AI_GOVERNANCE.md,pending,4500,AIE-006
AIE-008,AI Evaluation,AIE,11_AI_ENGINE/AIE-008_AI_EVALUATION.md,pending,4500,AIE-007
UX-001,UX Architecture,UX,12_UX_UI_ARCHITECTURE/UX-001_UX_ARCHITECTURE.md,pending,4500,AIE-001
UX-002,Information Architecture,UX,12_UX_UI_ARCHITECTURE/UX-002_INFORMATION_ARCHITECTURE.md,pending,4500,UX-001
UX-003,Design System,UX,12_UX_UI_ARCHITECTURE/UX-003_DESIGN_SYSTEM.md,pending,4500,UX-002
UX-004,Mobile First Rules,UX,12_UX_UI_ARCHITECTURE/UX-004_MOBILE_FIRST_RULES.md,pending,4500,UX-003
UX-005,Product Page UX,UX,12_UX_UI_ARCHITECTURE/UX-005_PRODUCT_PAGE_UX.md,pending,4500,UX-004
UX-006,Configurator UX,UX,12_UX_UI_ARCHITECTURE/UX-006_CONFIGURATOR_UX.md,pending,4500,UX-005
UX-007,Inquiry UX,UX,12_UX_UI_ARCHITECTURE/UX-007_INQUIRY_UX.md,pending,4500,UX-006
UX-008,Accessibility Standard,UX,12_UX_UI_ARCHITECTURE/UX-008_ACCESSIBILITY_STANDARD.md,pending,4500,UX-007
WPP-001,WordPress Platform Architecture,WPP,13_WORDPRESS_PLATFORM/WPP-001_WORDPRESS_PLATFORM_ARCHITECTURE.md,pending,6000,UX-001
WPP-002,WordPress Content Model,WPP,13_WORDPRESS_PLATFORM/WPP-002_WORDPRESS_CONTENT_MODEL.md,pending,6000,WPP-001
WPP-003,WooCommerce Mapping,WPP,13_WORDPRESS_PLATFORM/WPP-003_WOOCOMMERCE_MAPPING.md,pending,6000,WPP-002
WPP-004,Custom Plugin Architecture,WPP,13_WORDPRESS_PLATFORM/WPP-004_CUSTOM_PLUGIN_ARCHITECTURE.md,pending,6000,WPP-003
WPP-005,Theme Architecture,WPP,13_WORDPRESS_PLATFORM/WPP-005_THEME_ARCHITECTURE.md,pending,6000,WPP-004
WPP-006,Admin Experience,WPP,13_WORDPRESS_PLATFORM/WPP-006_ADMIN_EXPERIENCE.md,pending,6000,WPP-005
WPP-007,Integration Architecture,WPP,13_WORDPRESS_PLATFORM/WPP-007_INTEGRATION_ARCHITECTURE.md,pending,6000,WPP-006
WPP-008,Deployment Model,WPP,13_WORDPRESS_PLATFORM/WPP-008_DEPLOYMENT_MODEL.md,pending,6000,WPP-007
WPP-009,WP CLI and Automation,WPP,13_WORDPRESS_PLATFORM/WPP-009_WP_CLI_AND_AUTOMATION.md,pending,6000,WPP-008
SEC-001,Security Architecture,SEC,14_SECURITY_OPERATIONS/SEC-001_SECURITY_ARCHITECTURE.md,pending,4500,WPP-001
SEC-002,Access Control Model,SEC,14_SECURITY_OPERATIONS/SEC-002_ACCESS_CONTROL_MODEL.md,pending,4500,SEC-001
SEC-003,Credential Management,SEC,14_SECURITY_OPERATIONS/SEC-003_CREDENTIAL_MANAGEMENT.md,pending,4500,SEC-002
SEC-004,Backup and Recovery,SEC,14_SECURITY_OPERATIONS/SEC-004_BACKUP_AND_RECOVERY.md,pending,4500,SEC-003
SEC-005,Incident Response,SEC,14_SECURITY_OPERATIONS/SEC-005_INCIDENT_RESPONSE.md,pending,4500,SEC-004
SEC-006,Performance Architecture,SEC,14_SECURITY_OPERATIONS/SEC-006_PERFORMANCE_ARCHITECTURE.md,pending,4500,SEC-005
SEC-007,Observability,SEC,14_SECURITY_OPERATIONS/SEC-007_OBSERVABILITY.md,pending,4500,SEC-006
SEC-008,Operational Runbooks,SEC,14_SECURITY_OPERATIONS/SEC-008_OPERATIONAL_RUNBOOKS.md,pending,4500,SEC-007
DAT-001,Data Architecture,DAT,15_DATA_ANALYTICS/DAT-001_DATA_ARCHITECTURE.md,pending,4500,SEC-001
DAT-002,Analytics Model,DAT,15_DATA_ANALYTICS/DAT-002_ANALYTICS_MODEL.md,pending,4500,DAT-001
DAT-003,KPI Framework,DAT,15_DATA_ANALYTICS/DAT-003_KPI_FRAMEWORK.md,pending,4500,DAT-002
DAT-004,Data Quality Rules,DAT,15_DATA_ANALYTICS/DAT-004_DATA_QUALITY_RULES.md,pending,4500,DAT-003
DAT-005,Reporting Architecture,DAT,15_DATA_ANALYTICS/DAT-005_REPORTING_ARCHITECTURE.md,pending,4500,DAT-004
DAT-006,Privacy and Retention,DAT,15_DATA_ANALYTICS/DAT-006_PRIVACY_AND_RETENTION.md,pending,4500,DAT-005
WFL-001,Workflow Framework,WFL,16_WORKFLOWS/WFL-001_WORKFLOW_FRAMEWORK.md,pending,4500,DAT-001
WFL-002,Product Onboarding Workflow,WFL,16_WORKFLOWS/WFL-002_PRODUCT_ONBOARDING_WORKFLOW.md,pending,4500,WFL-001
WFL-003,Content Production Workflow,WFL,16_WORKFLOWS/WFL-003_CONTENT_PRODUCTION_WORKFLOW.md,pending,4500,WFL-002
WFL-004,Inquiry Handling Workflow,WFL,16_WORKFLOWS/WFL-004_INQUIRY_HANDLING_WORKFLOW.md,pending,4500,WFL-003
WFL-005,Representative Lifecycle Workflow,WFL,16_WORKFLOWS/WFL-005_REPRESENTATIVE_LIFECYCLE_WORKFLOW.md,pending,4500,WFL-004
WFL-006,Installer Job Workflow,WFL,16_WORKFLOWS/WFL-006_INSTALLER_JOB_WORKFLOW.md,pending,4500,WFL-005
WFL-007,Pricing Update Workflow,WFL,16_WORKFLOWS/WFL-007_PRICING_UPDATE_WORKFLOW.md,pending,4500,WFL-006
WFL-008,Deployment Workflow,WFL,16_WORKFLOWS/WFL-008_DEPLOYMENT_WORKFLOW.md,pending,4500,WFL-007
ENT-001,Entity Catalog Framework,ENT,17_ENTITY_CATALOG/ENT-001_ENTITY_CATALOG_FRAMEWORK.md,pending,4500,WFL-001
ENT-002,Product Entities,ENT,17_ENTITY_CATALOG/ENT-002_PRODUCT_ENTITIES.md,pending,4500,ENT-001
ENT-003,Customer and CRM Entities,ENT,17_ENTITY_CATALOG/ENT-003_CUSTOMER_AND_CRM_ENTITIES.md,pending,4500,ENT-002
ENT-004,Partner Entities,ENT,17_ENTITY_CATALOG/ENT-004_PARTNER_ENTITIES.md,pending,4500,ENT-003
ENT-005,Content and Knowledge Entities,ENT,17_ENTITY_CATALOG/ENT-005_CONTENT_AND_KNOWLEDGE_ENTITIES.md,pending,4500,ENT-004
ENT-006,Pricing Entities,ENT,17_ENTITY_CATALOG/ENT-006_PRICING_ENTITIES.md,pending,4500,ENT-005
ENT-007,Platform Entities,ENT,17_ENTITY_CATALOG/ENT-007_PLATFORM_ENTITIES.md,pending,4500,ENT-006
DCT-001,Data Dictionary Framework,DCT,18_DATA_DICTIONARY/DCT-001_DATA_DICTIONARY_FRAMEWORK.md,pending,4500,ENT-001
DCT-002,Product Field Dictionary,DCT,18_DATA_DICTIONARY/DCT-002_PRODUCT_FIELD_DICTIONARY.md,pending,4500,DCT-001
DCT-003,CRM Field Dictionary,DCT,18_DATA_DICTIONARY/DCT-003_CRM_FIELD_DICTIONARY.md,pending,4500,DCT-002
DCT-004,Pricing Field Dictionary,DCT,18_DATA_DICTIONARY/DCT-004_PRICING_FIELD_DICTIONARY.md,pending,4500,DCT-003
DCT-005,Content Field Dictionary,DCT,18_DATA_DICTIONARY/DCT-005_CONTENT_FIELD_DICTIONARY.md,pending,4500,DCT-004
DCT-006,Platform Field Dictionary,DCT,18_DATA_DICTIONARY/DCT-006_PLATFORM_FIELD_DICTIONARY.md,pending,4500,DCT-005
ADR-001,ADR Framework,ADR,19_DECISION_RECORDS/ADR-001_ADR_FRAMEWORK.md,pending,4500,DCT-001
ADR-002,Repository First Architecture,ADR,19_DECISION_RECORDS/ADR-002_REPOSITORY_FIRST_ARCHITECTURE.md,pending,4500,ADR-001
ADR-003,Inquiry First Commerce,ADR,19_DECISION_RECORDS/ADR-003_INQUIRY_FIRST_COMMERCE.md,pending,4500,ADR-002
ADR-004,Product Data First,ADR,19_DECISION_RECORDS/ADR-004_PRODUCT_DATA_FIRST.md,pending,4500,ADR-003
ADR-005,Taxonomy First,ADR,19_DECISION_RECORDS/ADR-005_TAXONOMY_FIRST.md,pending,4500,ADR-004
ADR-006,No Public Pricing Initially,ADR,19_DECISION_RECORDS/ADR-006_NO_PUBLIC_PRICING_INITIALLY.md,pending,4500,ADR-005
ADR-007,WordPress as Delivery Platform,ADR,19_DECISION_RECORDS/ADR-007_WORDPRESS_AS_DELIVERY_PLATFORM.md,pending,4500,ADR-006
ADR-008,GitHub as Source of Truth,ADR,19_DECISION_RECORDS/ADR-008_GITHUB_AS_SOURCE_OF_TRUTH.md,pending,4500,ADR-007
RDM-001,Roadmap Framework,RDM,20_ROADMAP/RDM-001_ROADMAP_FRAMEWORK.md,pending,4500,ADR-001
RDM-002,Phase 0 Foundation,RDM,20_ROADMAP/RDM-002_PHASE_0_FOUNDATION.md,pending,4500,RDM-001
RDM-003,Phase 1 Catalog and Inquiry,RDM,20_ROADMAP/RDM-003_PHASE_1_CATALOG_AND_INQUIRY.md,pending,4500,RDM-002
RDM-004,Phase 2 Pricing and Configurator,RDM,20_ROADMAP/RDM-004_PHASE_2_PRICING_AND_CONFIGURATOR.md,pending,4500,RDM-003
RDM-005,Phase 3 CRM and Partner Network,RDM,20_ROADMAP/RDM-005_PHASE_3_CRM_AND_PARTNER_NETWORK.md,pending,4500,RDM-004
RDM-006,Phase 4 AI and Analytics,RDM,20_ROADMAP/RDM-006_PHASE_4_AI_AND_ANALYTICS.md,pending,4500,RDM-005
